r2,N_GBW
30.6164,0.999447
30.6385,0.999447
30.6607,0.999448
30.6828,0.999448
30.705,0.999448
30.7272,0.999448
30.7493,0.999448
30.7715,0.999449
30.7937,0.999449
30.8159,0.999449
30.8381,0.999449
30.8604,0.999449
30.8826,0.99945
30.9048,0.99945
30.9271,0.99945
30.9493,0.99945
30.9716,0.99945
30.9939,0.999451
31.0161,0.999451
31.0384,0.999451
31.0607,0.999451
31.083,0.999451
31.1053,0.999451
31.1276,0.999452
31.15,0.999452
31.1723,0.999452
31.1946,0.999452
31.217,0.999452
31.2394,0.999452
31.2617,0.999453
31.2841,0.999453
31.3065,0.999453
31.3289,0.999453
31.3513,0.999453
31.3737,0.999453
31.3961,0.999454
31.4185,0.999454
31.4409,0.999454
31.4634,0.999454
31.4858,0.999454
31.5083,0.999454
31.5307,0.999455
31.5532,0.999455
31.5757,0.999455
31.5982,0.999455
31.6207,0.999455
31.6432,0.999455
31.6657,0.999455
31.6882,0.999456
31.7107,0.999456
31.7332,0.999456
31.7558,0.999456
31.7783,0.999456
31.8009,0.999456
31.8235,0.999456
31.846,0.999457
31.8686,0.999457
31.8912,0.999457
31.9138,0.999457
31.9364,0.999457
31.959,0.999457
31.9816,0.999457
32.0043,0.999457
32.0269,0.999458
32.0496,0.999458
32.0722,0.999458
32.0949,0.999458
32.1175,0.999458
32.1402,0.999458
32.1629,0.999458
32.1856,0.999458
32.2083,0.999459
32.231,0.999459
32.2537,0.999459
32.2764,0.999459
32.2992,0.999459
32.3219,0.999459
32.3447,0.999459
32.3674,0.999459
32.3902,0.99946
32.413,0.99946
32.4357,0.99946
32.4585,0.99946
32.4813,0.99946
32.5041,0.99946
32.527,0.99946
32.5498,0.99946
32.5726,0.99946
32.5954,0.999461
32.6183,0.999461
32.6411,0.999461
32.664,0.999461
32.6869,0.999461
32.7097,0.999461
32.7326,0.999461
32.7555,0.999461
32.7784,0.999461
32.8013,0.999461
32.8243,0.999462
32.8472,0.999462
32.8701,0.999462
32.8931,0.999462
32.916,0.999462
32.939,0.999462
32.9619,0.999462
32.9849,0.999462
33.0079,0.999462
33.0309,0.999462
33.0539,0.999463
33.0769,0.999463
33.0999,0.999463
33.1229,0.999463
33.1459,0.999463
33.169,0.999463
33.192,0.999463
33.2151,0.999463
33.2381,0.999463
33.2612,0.999463
33.2843,0.999463
33.3074,0.999463
33.3305,0.999464
33.3536,0.999464
33.3767,0.999464
33.3998,0.999464
33.4229,0.999464
33.4461,0.999464
33.4692,0.999464
33.4923,0.999464
33.5155,0.999464
33.5387,0.999464
33.5618,0.999464
33.585,0.999464
33.6082,0.999465
33.6314,0.999465
33.6546,0.999465
33.6778,0.999465
33.7011,0.999465
33.7243,0.999465
33.7475,0.999465
33.7708,0.999465
33.794,0.999465
33.8173,0.999465
33.8406,0.999465
33.8638,0.999465
33.8871,0.999465
33.9104,0.999465
33.9337,0.999466
33.957,0.999466
33.9803,0.999466
34.0037,0.999466
34.027,0.999466
34.0503,0.999466
34.0737,0.999466
34.097,0.999466
34.1204,0.999466
34.1438,0.999466
34.1672,0.999466
34.1906,0.999466
34.214,0.999466
34.2374,0.999466
34.2608,0.999466
34.2842,0.999467
34.3076,0.999467
34.3311,0.999467
34.3545,0.999467
34.378,0.999467
34.4014,0.999467
34.4249,0.999467
34.4484,0.999467
34.4719,0.999467
34.4954,0.999467
34.5189,0.999467
34.5424,0.999467
34.5659,0.999467
34.5894,0.999467
34.6129,0.999467
34.6365,0.999467
34.66,0.999467
34.6836,0.999467
34.7072,0.999468
34.7307,0.999468
34.7543,0.999468
34.7779,0.999468
34.8015,0.999468
34.8251,0.999468
34.8487,0.999468
34.8723,0.999468
34.896,0.999468
34.9196,0.999468
34.9433,0.999468
34.9669,0.999468
34.9906,0.999468
35.0142,0.999468
35.0379,0.999468
35.0616,0.999468
35.0853,0.999468
35.109,0.999468
35.1327,0.999468
35.1564,0.999468
35.1802,0.999469
35.2039,0.999469
35.2276,0.999469
35.2514,0.999469
35.2751,0.999469
35.2989,0.999469
35.3227,0.999469
35.3465,0.999469
35.3703,0.999469
35.394,0.999469
35.4179,0.999469
35.4417,0.999469
35.4655,0.999469
35.4893,0.999469
35.5132,0.999469
35.537,0.999469
35.5609,0.999469
35.5847,0.999469
35.6086,0.999469
35.6325,0.999469
35.6564,0.999469
35.6802,0.999469
35.7042,0.999469
35.7281,0.999469
35.752,0.99947
35.7759,0.99947
35.7998,0.99947
35.8238,0.99947
35.8477,0.99947
35.8717,0.99947
35.8957,0.99947
35.9196,0.99947
35.9436,0.99947
35.9676,0.99947
35.9916,0.99947
36.0156,0.99947
36.0396,0.99947
36.0636,0.99947
36.0877,0.99947
36.1117,0.99947
36.1358,0.99947
36.1598,0.99947
36.1839,0.99947
36.2079,0.99947
36.232,0.99947
36.2561,0.99947
36.2802,0.99947
36.3043,0.99947
36.3284,0.99947
36.3525,0.99947
36.3767,0.99947
36.4008,0.99947
36.4249,0.99947
36.4491,0.999471
36.4732,0.999471
36.4974,0.999471
36.5216,0.999471
36.5458,0.999471
36.57,0.999471
36.5941,0.999471
36.6184,0.999471
36.6426,0.999471
36.6668,0.999471
36.691,0.999471
36.7153,0.999471
36.7395,0.999471
36.7638,0.999471
36.788,0.999471
36.8123,0.999471
36.8366,0.999471
36.8609,0.999471
36.8852,0.999471
36.9095,0.999471
36.9338,0.999471
36.9581,0.999471
36.9824,0.999471
37.0067,0.999471
37.0311,0.999471
37.0554,0.999471
37.0798,0.999471
37.1042,0.999471
37.1285,0.999471
37.1529,0.999471
37.1773,0.999471
37.2017,0.999471
37.2261,0.999471
37.2505,0.999471
37.2749,0.999471
37.2994,0.999471
37.3238,0.999471
37.3483,0.999471
37.3727,0.999471
37.3972,0.999472
37.4216,0.999472
37.4461,0.999472
37.4706,0.999472
37.4951,0.999472
37.5196,0.999472
37.5441,0.999472
37.5686,0.999472
37.5932,0.999472
37.6177,0.999472
37.6422,0.999472
37.6668,0.999472
37.6913,0.999472
37.7159,0.999472
37.7405,0.999472
37.7651,0.999472
37.7897,0.999472
37.8143,0.999472
37.8389,0.999472
37.8635,0.999472
37.8881,0.999472
37.9127,0.999472
37.9374,0.999472
37.962,0.999472
37.9867,0.999472
38.0113,0.999472
38.036,0.999472
38.0607,0.999472
38.0854,0.999472
38.1101,0.999472
38.1348,0.999472
38.1595,0.999472
38.1842,0.999472
38.2089,0.999472
38.2337,0.999472
38.2584,0.999472
38.2831,0.999472
38.3079,0.999472
38.3327,0.999472
38.3574,0.999472
38.3822,0.999472
38.407,0.999472
38.4318,0.999472
38.4566,0.999472
38.4814,0.999472
38.5063,0.999472
38.5311,0.999472
38.5559,0.999472
38.5808,0.999472
38.6056,0.999472
38.6305,0.999472
38.6554,0.999472
38.6802,0.999472
38.7051,0.999472
38.73,0.999472
38.7549,0.999472
38.7798,0.999472
38.8047,0.999473
38.8297,0.999473
38.8546,0.999473
38.8796,0.999473
38.9045,0.999473
38.9295,0.999473
38.9544,0.999473
38.9794,0.999473
39.0044,0.999473
39.0294,0.999473
39.0544,0.999473
39.0794,0.999473
39.1044,0.999473
39.1294,0.999473
39.1544,0.999473
39.1795,0.999473
39.2045,0.999473
39.2296,0.999473
39.2546,0.999473
39.2797,0.999473
39.3048,0.999473
39.3299,0.999473
39.355,0.999473
39.3801,0.999473
39.4052,0.999473
39.4303,0.999473
39.4554,0.999473
39.4806,0.999473
39.5057,0.999473
39.5309,0.999473
39.556,0.999473
39.5812,0.999473
39.6064,0.999473
39.6315,0.999473
39.6567,0.999473
39.6819,0.999473
39.7071,0.999473
39.7324,0.999473
39.7576,0.999473
39.7828,0.999473
39.808,0.999473
39.8333,0.999473
39.8585,0.999473
39.8838,0.999473
39.9091,0.999473
39.9344,0.999473
39.9596,0.999473
39.9849,0.999473
40.0102,0.999473
40.0356,0.999473
40.0609,0.999473
40.0862,0.999473
40.1115,0.999473
40.1369,0.999473
40.1622,0.999473
40.1876,0.999473
40.213,0.999473
40.2383,0.999473
40.2637,0.999473
40.2891,0.999473
40.3145,0.999473
40.3399,0.999473
40.3653,0.999473
40.3907,0.999473
40.4162,0.999473
40.4416,0.999473
40.4671,0.999473
40.4925,0.999473
40.518,0.999473
40.5434,0.999473
40.5689,0.999473
40.5944,0.999473
40.6199,0.999473
40.6454,0.999473
40.6709,0.999473
40.6964,0.999473
40.722,0.999473
40.7475,0.999473
40.773,0.999473
40.7986,0.999473
40.8241,0.999473
40.8497,0.999473
40.8753,0.999473
40.9009,0.999473
40.9265,0.999473
40.9521,0.999473
40.9777,0.999473
41.0033,0.999473
41.0289,0.999473
41.0545,0.999473
41.0802,0.999473
41.1058,0.999473
41.1315,0.999473
41.1571,0.999473
41.1828,0.999473
41.2085,0.999473
41.2342,0.999473
41.2599,0.999473
41.2856,0.999473
41.3113,0.999473
41.337,0.999473
41.3627,0.999473
41.3885,0.999473
41.4142,0.999473
41.44,0.999473
41.4657,0.999473
41.4915,0.999473
41.5173,0.999473
41.543,0.999473
41.5688,0.999473
41.5946,0.999473
41.6204,0.999474
41.6463,0.999474
41.6721,0.999474
41.6979,0.999474
41.7237,0.999474
41.7496,0.999474
41.7754,0.999474
41.8013,0.999474
41.8272,0.999474
41.8531,0.999474
41.8789,0.999474
41.9048,0.999474
41.9307,0.999474
41.9567,0.999474
41.9826,0.999474
42.0085,0.999474
42.0344,0.999474
42.0604,0.999474
42.0863,0.999474
42.1123,0.999474
42.1383,0.999474
42.1642,0.999474
42.1902,0.999474
42.2162,0.999474
42.2422,0.999474
42.2682,0.999474
42.2942,0.999474
42.3202,0.999474
42.3463,0.999474
42.3723,0.999474
42.3984,0.999474
42.4244,0.999474
42.4505,0.999474
42.4765,0.999474
42.5026,0.999474
42.5287,0.999474
42.5548,0.999474
42.5809,0.999474
42.607,0.999474
42.6331,0.999474
42.6593,0.999474
42.6854,0.999474
42.7115,0.999474
42.7377,0.999474
42.7639,0.999474
42.79,0.999474
42.8162,0.999474
42.8424,0.999474
42.8686,0.999474
42.8948,0.999474
42.921,0.999474
42.9472,0.999474
42.9734,0.999474
42.9996,0.999474
43.0259,0.999474
43.0521,0.999474
43.0784,0.999474
43.1046,0.999474
43.1309,0.999474
43.1572,0.999474
43.1835,0.999474
43.2098,0.999474
43.2361,0.999474
43.2624,0.999474
43.2887,0.999474
43.315,0.999474
43.3414,0.999474
43.3677,0.999474
43.3941,0.999474
43.4204,0.999474
43.4468,0.999474
43.4732,0.999474
43.4996,0.999474
43.5259,0.999474
43.5523,0.999474
43.5787,0.999474
43.6052,0.999474
43.6316,0.999474
43.658,0.999474
43.6845,0.999474
43.7109,0.999474
43.7374,0.999474
43.7638,0.999474
43.7903,0.999474
43.8168,0.999474
43.8433,0.999474
43.8698,0.999474
43.8963,0.999474
43.9228,0.999474
43.9493,0.999474
43.9758,0.999474
44.0023,0.999474
44.0289,0.999474
44.0554,0.999474
44.082,0.999474
44.1086,0.999474
44.1351,0.999474
44.1617,0.999474
44.1883,0.999474
44.2149,0.999474
44.2415,0.999474
44.2681,0.999474
44.2948,0.999474
44.3214,0.999474
44.348,0.999474
44.3747,0.999474
44.4013,0.999474
44.428,0.999474
44.4547,0.999474
44.4813,0.999474
44.508,0.999474
44.5347,0.999474
44.5614,0.999474
44.5881,0.999474
44.6149,0.999474
44.6416,0.999474
44.6683,0.999474
44.6951,0.999474
44.7218,0.999474
44.7486,0.999474
44.7753,0.999474
44.8021,0.999474
44.8289,0.999474
44.8557,0.999474
44.8825,0.999474
44.9093,0.999474
44.9361,0.999474
44.9629,0.999474
44.9898,0.999474
45.0166,0.999474
45.0435,0.999474
45.0703,0.999474
45.0972,0.999474
45.124,0.999474
45.1509,0.999474
45.1778,0.999474
45.2047,0.999474
45.2316,0.999474
45.2585,0.999474
45.2854,0.999474
45.3124,0.999474
45.3393,0.999474
45.3662,0.999474
45.3932,0.999474
45.4202,0.999474
45.4471,0.999474
45.4741,0.999474
45.5011,0.999474
45.5281,0.999474
45.5551,0.999474
45.5821,0.999474
45.6091,0.999474
45.6361,0.999474
45.6632,0.999474
45.6902,0.999474
45.7172,0.999474
45.7443,0.999474
45.7714,0.999474
45.7984,0.999474
45.8255,0.999474
45.8526,0.999474
45.8797,0.999474
45.9068,0.999474
45.9339,0.999474
45.961,0.999474
45.9881,0.999474
46.0153,0.999474
46.0424,0.999474
46.0696,0.999474
46.0967,0.999474
46.1239,0.999474
46.1511,0.999474
46.1783,0.999474
46.2055,0.999474
46.2327,0.999474
46.2599,0.999474
46.2871,0.999474
46.3143,0.999474
46.3415,0.999474
46.3688,0.999474
46.396,0.999474
46.4233,0.999474
46.4505,0.999474
46.4778,0.999474
46.5051,0.999474
46.5324,0.999474
46.5597,0.999474
46.587,0.999474
46.6143,0.999474
46.6416,0.999474
46.6689,0.999474
46.6963,0.999474
46.7236,0.999474
46.751,0.999474
46.7783,0.999474
46.8057,0.999474
46.8331,0.999474
46.8604,0.999474
46.8878,0.999474
46.9152,0.999474
46.9426,0.999474
46.9701,0.999474
46.9975,0.999474
47.0249,0.999474
47.0524,0.999474
47.0798,0.999474
47.1073,0.999474
47.1347,0.999474
47.1622,0.999474
47.1897,0.999474
47.2172,0.999474
47.2447,0.999474
47.2722,0.999474
47.2997,0.999474
47.3272,0.999474
47.3547,0.999474
47.3823,0.999474
47.4098,0.999474
47.4373,0.999474
47.4649,0.999474
47.4925,0.999474
47.52,0.999474
47.5476,0.999474
47.5752,0.999474
47.6028,0.999474
47.6304,0.999474
47.658,0.999474
47.6857,0.999474
47.7133,0.999474
47.7409,0.999474
47.7686,0.999474
47.7962,0.999474
47.8239,0.999474
47.8516,0.999474
47.8793,0.999474
47.9069,0.999474
47.9346,0.999474
47.9623,0.999474
47.9901,0.999474
48.0178,0.999474
48.0455,0.999474
48.0732,0.999474
48.101,0.999474
48.1287,0.999474
48.1565,0.999474
48.1843,0.999474
48.212,0.999474
48.2398,0.999474
48.2676,0.999474
48.2954,0.999474
48.3232,0.999474
48.351,0.999474
48.3789,0.999474
48.4067,0.999474
48.4345,0.999474
48.4624,0.999474
48.4902,0.999474
48.5181,0.999474
48.546,0.999474
48.5738,0.999474
48.6017,0.999474
48.6296,0.999474
48.6575,0.999474
48.6854,0.999474
48.7134,0.999474
48.7413,0.999474
48.7692,0.999474
48.7972,0.999474
48.8251,0.999474
48.8531,0.999474
48.881,0.999474
48.909,0.999474
48.937,0.999474
48.965,0.999474
48.993,0.999474
49.021,0.999474
49.049,0.999474
49.077,0.999474
49.1051,0.999474
49.1331,0.999474
49.1612,0.999474
49.1892,0.999474
49.2173,0.999474
49.2454,0.999474
49.2734,0.999474
49.3015,0.999474
49.3296,0.999474
49.3577,0.999474
49.3858,0.999474
49.414,0.999474
49.4421,0.999474
49.4702,0.999474
49.4984,0.999474
49.5265,0.999474
49.5547,0.999474
49.5828,0.999474
49.611,0.999474
49.6392,0.999474
49.6674,0.999474
49.6956,0.999474
49.7238,0.999474
49.752,0.999474
49.7802,0.999474
49.8085,0.999474
49.8367,0.999474
49.865,0.999474
49.8932,0.999474
49.9215,0.999474
49.9497,0.999474
49.978,0.999474
50.0063,0.999474
50.0346,0.999474
50.0629,0.999474
50.0912,0.999474
50.1195,0.999474
50.1479,0.999474
50.1762,0.999474
50.2046,0.999474
50.2329,0.999474
50.2613,0.999474
50.2896,0.999474
50.318,0.999474
50.3464,0.999474
50.3748,0.999474
50.4032,0.999474
50.4316,0.999474
50.46,0.999474
50.4884,0.999474
50.5169,0.999474
50.5453,0.999474
50.5737,0.999474
50.6022,0.999474
50.6307,0.999474
50.6591,0.999474
50.6876,0.999474
50.7161,0.999474
50.7446,0.999474
50.7731,0.999474
50.8016,0.999474
50.8301,0.999474
50.8587,0.999474
50.8872,0.999474
50.9157,0.999474
50.9443,0.999474
50.9729,0.999474
51.0014,0.999474
51.03,0.999474
51.0586,0.999474
51.0872,0.999474
51.1158,0.999474
51.1444,0.999474
51.173,0.999474
51.2016,0.999474
51.2303,0.999474
51.2589,0.999474
51.2875,0.999474
51.3162,0.999474
51.3449,0.999474
51.3735,0.999474
51.4022,0.999474
51.4309,0.999474
51.4596,0.999474
51.4883,0.999474
51.517,0.999474
51.5457,0.999474
51.5745,0.999474
51.6032,0.999474
51.6319,0.999474
51.6607,0.999474
51.6895,0.999474
51.7182,0.999474
51.747,0.999474
51.7758,0.999474
51.8046,0.999474
51.8334,0.999474
51.8622,0.999474
51.891,0.999474
51.9198,0.999474
51.9487,0.999474
51.9775,0.999474
52.0063,0.999474
52.0352,0.999474
52.0641,0.999474
52.0929,0.999474
52.1218,0.999474
52.1507,0.999474
52.1796,0.999474
52.2085,0.999474
52.2374,0.999474
52.2663,0.999474
52.2953,0.999474
52.3242,0.999474
52.3531,0.999474
52.3821,0.999474
52.4111,0.999474
52.44,0.999474
52.469,0.999474
52.498,0.999474
52.527,0.999474
52.556,0.999474
52.585,0.999474
52.614,0.999474
52.643,0.999474
52.6721,0.999474
52.7011,0.999474
52.7301,0.999474
52.7592,0.999474
52.7883,0.999474
52.8173,0.999474
52.8464,0.999474
52.8755,0.999474
52.9046,0.999474
52.9337,0.999474
52.9628,0.999474
52.9919,0.999474
53.0211,0.999474
53.0502,0.999474
53.0793,0.999474
53.1085,0.999474
53.1377,0.999474
53.1668,0.999474
53.196,0.999474
53.2252,0.999474
53.2544,0.999474
53.2836,0.999474
53.3128,0.999474
53.342,0.999474
53.3712,0.999474
53.4005,0.999474
53.4297,0.999474
53.4589,0.999474
53.4882,0.999474
53.5175,0.999474
53.5467,0.999474
53.576,0.999474
53.6053,0.999474
53.6346,0.999474
53.6639,0.999474
53.6932,0.999474
53.7225,0.999474
53.7519,0.999474
53.7812,0.999474
53.8105,0.999474
53.8399,0.999474
53.8693,0.999474
53.8986,0.999474
53.928,0.999474
53.9574,0.999474
53.9868,0.999474
54.0162,0.999474
54.0456,0.999474
54.075,0.999474
54.1044,0.999474
54.1339,0.999474
54.1633,0.999474
54.1927,0.999474
54.2222,0.999474
54.2517,0.999474
54.2811,0.999474
54.3106,0.999474
54.3401,0.999474
54.3696,0.999474
54.3991,0.999474
54.4286,0.999474
54.4581,0.999474
54.4877,0.999474
54.5172,0.999474
54.5467,0.999474
54.5763,0.999474
54.6059,0.999474
54.6354,0.999474
54.665,0.999474
54.6946,0.999474
54.7242,0.999474
54.7538,0.999474
54.7834,0.999474
54.813,0.999474
54.8426,0.999474
54.8723,0.999474
54.9019,0.999474
54.9316,0.999474
54.9612,0.999474
54.9909,0.999474
55.0205,0.999474
55.0502,0.999474
55.0799,0.999474
55.1096,0.999474
55.1393,0.999474
55.169,0.999474
55.1987,0.999474
55.2285,0.999474
55.2582,0.999474
55.288,0.999474
55.3177,0.999474
55.3475,0.999474
55.3772,0.999474
55.407,0.999474
55.4368,0.999474
55.4666,0.999474
55.4964,0.999474
55.5262,0.999474
55.556,0.999474
55.5858,0.999474
55.6157,0.999474
55.6455,0.999474
55.6754,0.999474
55.7052,0.999474
55.7351,0.999474
55.765,0.999474
55.7948,0.999474
55.8247,0.999474
55.8546,0.999474
55.8845,0.999474
55.9144,0.999474
55.9444,0.999474
55.9743,0.999474
56.0042,0.999474
56.0342,0.999474
56.0641,0.999474
56.0941,0.999474
56.124,0.999474
56.154,0.999474
56.184,0.999474
56.214,0.999474
56.244,0.999474
56.274,0.999474
56.304,0.999474
56.334,0.999474
56.3641,0.999474
56.3941,0.999474
56.4242,0.999474
56.4542,0.999474
56.4843,0.999474
56.5144,0.999474
56.5444,0.999474
56.5745,0.999474
56.6046,0.999474
56.6347,0.999474
56.6648,0.999474
56.695,0.999474
56.7251,0.999474
56.7552,0.999474
56.7854,0.999474
56.8155,0.999474
56.8457,0.999474
56.8759,0.999474
56.906,0.999474
56.9362,0.999474
56.9664,0.999474
56.9966,0.999474
57.0268,0.999474
57.057,0.999474
57.0873,0.999474
57.1175,0.999474
57.1477,0.999474
57.178,0.999474
57.2082,0.999474
57.2385,0.999474
57.2688,0.999474
57.2991,0.999474
57.3293,0.999474
57.3596,0.999474
57.3899,0.999474
57.4203,0.999474
57.4506,0.999474
57.4809,0.999474
57.5112,0.999474
57.5416,0.999474
57.5719,0.999474
57.6023,0.999474
57.6327,0.999474
57.663,0.999474
57.6934,0.999474
57.7238,0.999474
57.7542,0.999474
57.7846,0.999474
57.815,0.999474
57.8455,0.999474
57.8759,0.999474
57.9063,0.999474
57.9368,0.999474
57.9673,0.999474
57.9977,0.999474
58.0282,0.999474
58.0587,0.999474
58.0892,0.999474
58.1197,0.999474
58.1502,0.999474
58.1807,0.999474
58.2112,0.999474
58.2417,0.999474
58.2723,0.999474
58.3028,0.999474
58.3334,0.999474
58.3639,0.999474
58.3945,0.999474
58.4251,0.999474
58.4556,0.999474
58.4862,0.999474
58.5168,0.999474
58.5474,0.999474
58.5781,0.999474
58.6087,0.999474
58.6393,0.999474
58.67,0.999474
58.7006,0.999474
58.7313,0.999474
58.7619,0.999474
58.7926,0.999474
58.8233,0.999474
58.854,0.999474
58.8847,0.999474
58.9154,0.999474
58.9461,0.999474
58.9768,0.999474
59.0075,0.999474
59.0383,0.999474
59.069,0.999474
59.0998,0.999474
59.1305,0.999474
59.1613,0.999474
59.1921,0.999474
59.2229,0.999474
59.2537,0.999474
59.2845,0.999474
59.3153,0.999474
59.3461,0.999474
59.3769,0.999474
59.4077,0.999474
59.4386,0.999474
59.4694,0.999474
59.5003,0.999474
59.5311,0.999474
59.562,0.999474
59.5929,0.999474
59.6238,0.999474
59.6547,0.999474
59.6856,0.999474
59.7165,0.999474
59.7474,0.999474
59.7784,0.999474
59.8093,0.999474
59.8402,0.999474
59.8712,0.999474
59.9021,0.999474
59.9331,0.999474
59.9641,0.999474
59.9951,0.999474
60.0261,0.999474
60.0571,0.999474
60.0881,0.999474
60.1191,0.999474
60.1501,0.999474
60.1812,0.999474
60.2122,0.999474
60.2432,0.999474
60.2743,0.999474
60.3054,0.999474
60.3364,0.999474
60.3675,0.999474
60.3986,0.999474
60.4297,0.999474
60.4608,0.999474
60.4919,0.999474
60.523,0.999474
60.5542,0.999474
60.5853,0.999474
60.6165,0.999474
60.6476,0.999474
60.6788,0.999474
60.7099,0.999474
60.7411,0.999474
60.7723,0.999474
60.8035,0.999474
60.8347,0.999474
60.8659,0.999474
60.8971,0.999474
60.9283,0.999474
60.9596,0.999474
60.9908,0.999474
61.0221,0.999474
61.0533,0.999474
61.0846,0.999474
61.1159,0.999474
61.1471,0.999474
61.1784,0.999474
61.2097,0.999474
61.241,0.999474
61.2723,0.999474
61.3037,0.999474
61.335,0.999474
61.3663,0.999474
61.3977,0.999474
61.429,0.999474
61.4604,0.999474
61.4918,0.999474
61.5231,0.999474
61.5545,0.999474
61.5859,0.999474
61.6173,0.999474
61.6487,0.999474
61.6801,0.999474
61.7116,0.999474
61.743,0.999474
61.7744,0.999474
61.8059,0.999474
61.8373,0.999474
61.8688,0.999474
61.9003,0.999474
61.9318,0.999474
61.9633,0.999474
61.9948,0.999474
62.0263,0.999474
62.0578,0.999474
62.0893,0.999474
62.1208,0.999474
62.1524,0.999474
62.1839,0.999474
62.2155,0.999474
62.247,0.999474
62.2786,0.999474
62.3102,0.999474
62.3417,0.999474
62.3733,0.999474
62.4049,0.999474
62.4366,0.999474
62.4682,0.999474
62.4998,0.999474
62.5314,0.999474
62.5631,0.999474
62.5947,0.999474
62.6264,0.999474
62.658,0.999474
62.6897,0.999474
62.7214,0.999474
62.7531,0.999474
62.7848,0.999474
62.8165,0.999474
62.8482,0.999474
62.8799,0.999474
62.9116,0.999474
62.9434,0.999474
62.9751,0.999474
63.0069,0.999474
63.0386,0.999474
63.0704,0.999474
63.1022,0.999474
63.134,0.999474
63.1658,0.999474
63.1976,0.999474
63.2294,0.999474
63.2612,0.999474
63.293,0.999474
63.3249,0.999474
63.3567,0.999474
63.3885,0.999474
63.4204,0.999474
63.4523,0.999474
63.4841,0.999474
63.516,0.999474
63.5479,0.999474
63.5798,0.999474
63.6117,0.999474
63.6436,0.999474
63.6755,0.999474
63.7075,0.999474
63.7394,0.999474
63.7714,0.999474
63.8033,0.999474
63.8353,0.999474
63.8672,0.999474
63.8992,0.999474
63.9312,0.999474
63.9632,0.999474
63.9952,0.999474
64.0272,0.999474
64.0592,0.999474
64.0913,0.999474
64.1233,0.999474
64.1553,0.999474
64.1874,0.999474
64.2194,0.999474
64.2515,0.999474
64.2836,0.999474
64.3157,0.999474
64.3477,0.999474
64.3798,0.999474
64.4119,0.999474
64.4441,0.999474
64.4762,0.999474
64.5083,0.999474
64.5404,0.999474
64.5726,0.999474
64.6047,0.999474
64.6369,0.999474
64.6691,0.999474
64.7013,0.999474
64.7334,0.999474
64.7656,0.999474
64.7978,0.999474
64.83,0.999474
64.8623,0.999474
64.8945,0.999474
64.9267,0.999474
64.959,0.999474
64.9912,0.999474
65.0235,0.999474
65.0557,0.999474
65.088,0.999474
65.1203,0.999474
65.1526,0.999474
65.1849,0.999474
65.2172,0.999474
65.2495,0.999474
65.2818,0.999474
65.3141,0.999474
65.3465,0.999474
65.3788,0.999474
65.4112,0.999474
65.4435,0.999474
65.4759,0.999474
65.5083,0.999474
65.5407,0.999474
65.5731,0.999474
65.6055,0.999474
65.6379,0.999474
65.6703,0.999474
65.7027,0.999474
65.7351,0.999474
65.7676,0.999474
65.8,0.999474
65.8325,0.999474
65.865,0.999474
65.8974,0.999474
65.9299,0.999474
65.9624,0.999474
65.9949,0.999474
66.0274,0.999474
66.0599,0.999474
66.0924,0.999474
66.125,0.999474
66.1575,0.999474
66.1901,0.999474
66.2226,0.999474
66.2552,0.999474
66.2877,0.999474
66.3203,0.999474
66.3529,0.999474
66.3855,0.999474
66.4181,0.999474
66.4507,0.999474
66.4833,0.999474
66.516,0.999474
66.5486,0.999474
66.5812,0.999474
66.6139,0.999474
66.6465,0.999474
66.6792,0.999474
66.7119,0.999474
66.7446,0.999474
66.7772,0.999474
66.8099,0.999474
66.8426,0.999474
66.8754,0.999474
66.9081,0.999474
66.9408,0.999474
66.9735,0.999474
67.0063,0.999474
67.039,0.999474
67.0718,0.999474
67.1046,0.999474
67.1374,0.999474
67.1701,0.999474
67.2029,0.999474
67.2357,0.999474
67.2685,0.999474
67.3014,0.999474
67.3342,0.999474
67.367,0.999474
67.3999,0.999474
67.4327,0.999474
67.4656,0.999474
67.4984,0.999474
67.5313,0.999474
67.5642,0.999474
67.5971,0.999474
67.63,0.999474
67.6629,0.999474
67.6958,0.999474
67.7287,0.999474
67.7616,0.999474
67.7946,0.999474
67.8275,0.999474
67.8605,0.999474
67.8934,0.999474
67.9264,0.999474
67.9594,0.999474
67.9924,0.999474
68.0254,0.999474
68.0584,0.999474
68.0914,0.999474
68.1244,0.999474
68.1574,0.999474
68.1905,0.999474
68.2235,0.999474
68.2566,0.999474
68.2896,0.999474
68.3227,0.999474
68.3557,0.999474
68.3888,0.999474
68.4219,0.999474
68.455,0.999474
68.4881,0.999474
68.5212,0.999474
68.5544,0.999474
68.5875,0.999474
68.6206,0.999474
68.6538,0.999474
68.6869,0.999474
68.7201,0.999474
68.7533,0.999474
68.7864,0.999474
68.8196,0.999474
68.8528,0.999474
68.886,0.999474
68.9192,0.999474
68.9524,0.999474
68.9857,0.999474
69.0189,0.999474
69.0521,0.999474
69.0854,0.999474
69.1187,0.999474
69.1519,0.999474
69.1852,0.999474
69.2185,0.999474
69.2518,0.999474
69.2851,0.999474
69.3184,0.999474
69.3517,0.999474
69.385,0.999474
69.4183,0.999474
69.4517,0.999474
69.485,0.999474
69.5184,0.999474
69.5517,0.999474
69.5851,0.999474
69.6185,0.999474
69.6519,0.999474
69.6853,0.999474
69.7187,0.999474
69.7521,0.999474
69.7855,0.999474
69.8189,0.999474
69.8523,0.999474
